country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Canada,2008,5,80.8,1.68,33363256,869687235058,Americas,Northern America
Cape Verde,2008,23.6,70.4,2.57,483824,890437200,Africa,Western Africa
Central African Republic,2008,105.5,46.8,4.81,4280405,1003389633,Africa,Middle Africa
Chad,2008,96.7,54.3,6.81,11139740,3017944723,Africa,Middle Africa
Chile,2008,7.6,78.5,1.89,16645940,104806280194,Americas,South America
China,2008,15.8,73.4,1.53,1326690636,2692513596728,Asia,Eastern Asia
Colombia,2008,16.9,76.2,2.43,44901660,141593861545,Americas,South America
Comoros,2008,66.4,67.1,5.05,665414,237840250.7,Africa,Eastern Africa
"Congo, Dem. Rep.",2008,89.2,57.5,6.45,61809278,6316453096,Africa,Middle Africa
"Congo, Rep.",2008,49,58.8,5.1,3832771,4335494474,Africa,Middle Africa
Costa Rica,2008,8.9,79.8,1.91,4429506,23497907525,Americas,Central America
Cote d'Ivoire,2008,81.3,55.4,4.91,19261647,10916239584,Africa,Western Africa
Croatia,2008,5,76.2,1.43,4344151,30147225799,Europe,Southern Europe
Cuba,2008,4.7,77.6,1.5,11290239,48873320833,Americas,Caribbean
Cyprus,2008,3.3,80,1.49,1077010,12388312912,Asia,Western Asia
Czech Republic,2008,3.8,77.1,1.43,10397984,83832217961,Europe,Eastern Europe
Denmark,2008,3.6,78.9,1.89,5495302,177554383049,Europe,Northern Europe
Djibouti,2008,65.7,61.8,3.76,809639,743620824.3,Africa,Eastern Africa
Dominican Republic,2008,28.7,74.1,2.65,9636491,36059049713,Americas,Caribbean
Ecuador,2008,22.5,74.7,2.73,14447600,24044518482,Americas,South America
Egypt,2008,26.1,70.2,2.95,78976122,145591924088,Africa,Northern Africa
El Salvador,2008,18.4,73.7,2.32,6004199,16120541019,Americas,Central America
Equatorial Guinea,2008,83.7,57.5,5.31,686223,5697997258,Africa,Middle Africa
Eritrea,2008,42.1,60.1,5.16,4500638,726337662.3,Africa,Eastern Africa
Estonia,2008,4.4,74.2,1.62,1339941,9140619358,Europe,Northern Europe
Ethiopia,2008,57.1,60,5.19,83079608,15292022591,Africa,Eastern Africa
Fiji,2008,20.3,64.9,2.74,843206,1936934580,Oceania,Melanesia
Finland,2008,2.7,79.6,1.85,5314170,152970333518,Europe,Northern Europe
France,2008,3.5,81.1,1.97,62309529,1504107370104,Europe,Western Europe
French Polynesia,2008,NA,75.11,2.16,262877,NA,Oceania,Polynesia
Gabon,2008,45.7,61.7,4.28,1473741,6035623996,Africa,Middle Africa
Gambia,2008,53.6,65.7,5.8,1586749,1075628982,Africa,Western Africa
Georgia,2008,17.2,71.8,1.79,4343290,5475261546,Asia,Western Asia
Germany,2008,3.6,80,1.37,80665906,2103666875608,Europe,Western Europe
Ghana,2008,53.1,62,4.19,23115919,7816530776,Africa,Western Africa
Greece,2008,4.3,80.2,1.46,11161755,164598016076,Europe,Southern Europe
Greenland,2008,NA,70.3,2.25,56788,1235683939,Americas,Northern America
Grenada,2008,12,70.8,2.28,103934,614414707.2,Americas,Caribbean
Guatemala,2008,30.2,71.2,4.12,14106687,25907634307,Americas,Central America
Guinea,2008,76.3,57.1,5.34,10427356,5404776604,Africa,Western Africa
Guinea-Bissau,2008,79.9,53.6,5.25,1561293,229323638.9,Africa,Western Africa
Guyana,2008,33.8,65,2.74,748096,847007094.8,Americas,South America
Haiti,2008,61.3,61,3.5,9705130,3799503074,Americas,Caribbean
Honduras,2008,22.3,71.8,3.27,7259470,10520914743,Americas,Central America
"Hong Kong, China",2008,NA,82.49,1.04,6910384,241220758986,Asia,Eastern Asia
Hungary,2008,6.2,73.9,1.33,10050699,59698693168,Europe,Eastern Europe
Iceland,2008,2.1,82.4,2.12,310033,12048292689,Europe,Northern Europe
India,2008,50,64.7,2.64,1197070109,820830424070,Asia,Southern Asia
Indonesia,2008,29.7,69.4,2.48,235360765,247270439238,Asia,South-Eastern Asia
Iran,2008,18.3,73.1,1.88,72530693,155294054014,Asia,Southern Asia
Iraq,2008,31.2,66.6,4.34,29163327,22443334374,Asia,Western Asia
Ireland,2008,3.8,80.1,2,4480145,133347535203,Europe,Northern Europe
Israel,2008,3.9,80.6,2.92,7093808,160363153467,Asia,Western Asia
Italy,2008,3.5,81.5,1.39,59319234,1190867198487,Europe,Southern Europe
Jamaica,2008,16.2,75.1,2.39,2717344,10121988641,Americas,Caribbean
Japan,2008,2.5,82.5,1.34,127317900,5163457616712,Asia,Eastern Asia
Jordan,2008,18.8,76.9,3.59,6010035,14453260027,Asia,Western Asia
Kazakhstan,2008,23,67.1,2.51,15915966,37305454672,Asia,Central Asia
Kenya,2008,46.2,60.8,4.76,38244442,17526052449,Africa,Eastern Africa
Kiribati,2008,49.3,61.5,3.13,98437,75173029.04,Oceania,Micronesia
South Korea,2008,3.9,79.8,1.23,48509842,751359801125,Asia,Eastern Asia
Kuwait,2008,9.7,77.3,2.68,2705290,64493883523,Asia,Western Asia
Kyrgyz Republic,2008,30.1,67.3,2.82,5301038,2000825963,Asia,Central Asia
Lao,2008,63.2,62.5,3.43,6045439,2952572233,Asia,South-Eastern Asia
Latvia,2008,9.1,72.4,1.5,2144215,13722705688,Europe,Northern Europe
Lebanon,2008,9.7,77.8,1.57,4109389,24564306468,Asia,Western Asia
Lesotho,2008,84.5,44.5,3.34,1972194,990722465.9,Africa,Southern Africa
Liberia,2008,72.5,59.9,5.19,3672782,834546393.2,Africa,Western Africa
Libya,2008,16.1,75.6,2.64,6123022,48368325616,Africa,Northern Africa
Lithuania,2008,6.7,72.1,1.42,3219802,20287746250,Europe,Northern Europe
Luxembourg,2008,2.2,81,1.63,485079,27270323848,Europe,Western Europe
"Macao, China",2008,NA,79.32,0.94,507274,14339082786,Asia,Eastern Asia
"Macedonia, FYR",2008,10.4,74.5,1.47,2055266,4536485007,Europe,Southern Europe
Madagascar,2008,45.7,62.2,4.79,19926798,5186794028,Africa,Eastern Africa
Malawi,2008,61.7,52.4,5.78,13904671,2375260856,Africa,Eastern Africa
Malaysia,2008,6.9,74.5,2.05,27197419,139653485881,Asia,South-Eastern Asia
Maldives,2008,13.7,78.5,2.38,321026,1212071918,Asia,Southern Asia
Mali,2008,87.5,58.5,6.82,14223403,3798680051,Africa,Western Africa
Malta,2008,5.8,80.7,1.38,406392,4602421382,Europe,Southern Europe
Mauritania,2008,72.1,67.9,4.94,3414552,2028435535,Africa,Western Africa
Mauritius,2008,13.9,72.9,1.58,1238013,6185513728,Africa,Eastern Africa
Mexico,2008,15.4,75.4,2.35,114972821,699939486221,Americas,Central America
"Micronesia, Fed. Sts.",2008,34.7,68,3.59,104472,229491005.2,Oceania,Micronesia
Moldova,2008,15.2,70.4,1.49,4111168,2111088030,Europe,Eastern Europe
Mongolia,2008,28.6,64.8,2.37,2629666,2028460486,Asia,Eastern Asia
Montenegro,2008,7.4,76,1.72,619740,1453085123,Europe,Southern Europe
Morocco,2008,30.7,73.3,2.44,31350544,55158232262,Africa,Northern Africa
Mozambique,2008,78,54,5.54,22994867,7900511175,Africa,Eastern Africa
Namibia,2008,41.3,59.1,3.36,2115703,5799458892,Africa,Southern Africa
Nepal,2008,40,68.4,2.9,26325183,7362028621,Asia,Southern Asia
Netherlands,2008,4,80.3,1.77,16519862,449761878488,Europe,Western Europe
New Caledonia,2008,NA,75.26,2.22,239392,NA,Oceania,Melanesia
New Zealand,2008,5.3,80.3,2.12,4285380,64081242758,Oceania,Australia and New Zealand
Nicaragua,2008,23.5,77,2.72,5594524,5099835101,Americas,Central America
Niger,2008,71.9,58,7.59,15085130,2598561236,Africa,Western Africa
Nigeria,2008,87.3,59.2,6.02,151115683,74179197560,Africa,Western Africa
Norway,2008,2.9,80.8,1.96,4771633,197402589382,Europe,Northern Europe
Oman,2008,10.2,76.2,2.89,2652281,30023510878,Asia,Western Asia
Pakistan,2008,76.1,64.1,3.58,163096985,107569517452,Asia,Southern Asia
Panama,2008,18,77.3,2.61,3498679,19225857623,Americas,Central America
Papua New Guinea,2008,52.7,58.6,4.07,6540267,4479545283,Oceania,Melanesia
Paraguay,2008,21.7,74,3.06,6047131,9458532785,Americas,South America
Peru,2008,18,78.2,2.58,28642048,84302372402,Americas,South America
Philippines,2008,25.9,69.8,3.26,90297115,118507880852,Asia,South-Eastern Asia
Poland,2008,5.8,75.4,1.33,38525752,237742898868,Europe,Eastern Europe
Portugal,2008,3.3,79.4,1.36,10577458,126928507821,Europe,Southern Europe
Puerto Rico,2008,NA,77,1.69,3728126,65768976160,Americas,Caribbean
Qatar,2008,8.1,77.9,2.2,1388962,43577112800,Asia,Western Asia
Romania,2008,14,73.2,1.34,20741669,61198545647,Europe,Eastern Europe
Russia,2008,11.6,67.9,1.49,143123163,432048331750,Europe,Eastern Europe
Rwanda,2008,51.5,64.1,5.06,9750314,3211350571,Africa,Eastern Africa
St. Lucia,2008,14.5,74.1,2.01,172729,895572648.6,Americas,Caribbean
St. Vincent and the Grenadines,2008,19,70.9,2.11,109165,531422080.4,Americas,Caribbean
Samoa,2008,16.1,72.3,4.43,183440,328406851.8,Oceania,Polynesia
Saudi Arabia,2008,15.5,78.3,2.97,26742842,248933106154,Asia,Western Asia
Senegal,2008,50,63.5,5.11,12229703,6569659707,Africa,Western Africa
Serbia,2008,7,74.3,1.41,9109535,8941244450,Europe,Southern Europe
Seychelles,2008,12.2,72.9,2.28,91634,708840351.3,Africa,Eastern Africa
Sierra Leone,2008,116.2,53.6,5.13,5521838,1453557725,Africa,Western Africa
Singapore,2008,2.2,80.6,1.28,4849641,145818948185,Asia,South-Eastern Asia
Slovak Republic,2008,7.6,74.9,1.31,5396710,46203030728,Europe,Eastern Europe
Slovenia,2008,3,78.7,1.43,2030599,27967310657,Europe,Southern Europe
Solomon Islands,2008,27.3,62.3,4.36,503410,582245809.6,Oceania,Melanesia
South Africa,2008,46.6,53.4,2.54,50348811,185217195736,Africa,Southern Africa
Spain,2008,4.2,81.1,1.42,45817016,740341770865,Europe,Southern Europe
Sri Lanka,2008,10.2,74,2.32,19949553,24169041086,Asia,Southern Asia
Sudan,2008,55.8,65.5,4.79,34470138,21013966787,Africa,Northern Africa
Suriname,2008,23.5,70.2,2.41,506657,1339119703,Americas,South America
Swaziland,2008,73.2,45.1,3.7,1153750,1851757910,Africa,Southern Africa
Sweden,2008,2.6,81.1,1.92,9226333,302392423838,Europe,Northern Europe
Switzerland,2008,4,82,1.47,7646542,292452808698,Europe,Western Europe
Syria,2008,14.2,76.1,3.17,20097057,28519111114,Asia,Western Asia
Tajikistan,2008,47.4,69.6,3.7,7254072,1733997805,Asia,Central Asia
Tanzania,2008,48.3,60.4,5.54,42844744,17592588002,Africa,Eastern Africa
Thailand,2008,13.4,73.9,1.48,66453255,178059776977,Asia,South-Eastern Asia
Timor-Leste,2008,57.8,69.9,6.48,1030915,389275332.2,Asia,South-Eastern Asia
Togo,2008,62.5,57.5,4.88,6052937,1490639147,Africa,Western Africa
Tonga,2008,14.6,70.3,4.01,102816,211928828.5,Oceania,Polynesia
Trinidad and Tobago,2008,22.2,71.7,1.8,1315372,14587750785,Americas,Caribbean
Tunisia,2008,16.6,76.8,2.04,10408091,31228376126,Africa,Northern Africa
Turkey,2008,18.9,77.8,2.15,70344357,375074194705,Asia,Western Asia
Turkmenistan,2008,53.2,67.2,2.48,4917541,8973871338,Asia,Central Asia
Uganda,2008,55.4,56,6.34,31014427,11182997488,Africa,Eastern Africa
Ukraine,2008,11.1,67.8,1.38,46028476,53572110088,Europe,Eastern Europe
United Arab Emirates,2008,7.8,75.6,1.95,6900142,158726511689,Asia,Western Asia
United Kingdom,2008,4.7,79.7,1.87,61689620,1786979190485,Europe,Northern Europe
United States,2008,6.5,78.3,2.07,304473143,11619053724200,Americas,Northern America
Uruguay,2008,11.2,76,2.11,3350832,27378107386,Americas,South America
Uzbekistan,2008,42,69.6,2.46,26952719,22931837238,Asia,Central Asia
Vanuatu,2008,23.7,63.4,3.61,225335,347592314.1,Oceania,Melanesia
Venezuela,2008,14.7,74.2,2.53,28116716,167167089250,Americas,South America
West Bank and Gaza,2008,20.9,74.1,4.38,3854667,NA,Asia,Western Asia
Vietnam,2008,20.8,74.1,1.86,86589342,55866678639,Asia,South-Eastern Asia
Yemen,2008,47,65.7,4.83,22322699,13085486427,Asia,Western Asia
Zambia,2008,58.7,51.1,5.88,13114579,4879795903,Africa,Eastern Africa
Zimbabwe,2008,58.9,47.3,3.85,13495462,3490273376,Africa,Eastern Africa
Albania,2009,15.4,77,1.74,2929886,5930013474,Europe,Southern Europe
Algeria,2009,24.3,75.7,2.78,35401790,76635372324,Africa,Northern Africa
Angola,2009,112.2,57.1,6.33,20520103,25264731265,Africa,Middle Africa
Antigua and Barbuda,2009,8.2,75.7,2.15,86300,918245274.1,Americas,Caribbean
Argentina,2009,13.4,75.6,2.23,40798641,397949689763,Americas,South America
Armenia,2009,17,72.6,1.6,2966108,4018052433,Asia,Western Asia
Aruba,2009,NA,74.92,1.71,101416,NA,Americas,Caribbean
Australia,2009,4.2,81.8,1.9,21770690,550622241459,Oceania,Australia and New Zealand
Austria,2009,3.7,80.3,1.39,8361362,218887605293,Europe,Western Europe
Azerbaijan,2009,35.5,69.7,1.98,8980488,20219711123,Asia,Western Asia
Bahamas,2009,11.7,72.7,1.9,354780,6638286665,Americas,Caribbean
Bahrain,2009,7.6,78.2,2.18,1196774,13567932130,Asia,Western Asia
Bangladesh,2009,41.3,68.6,2.32,149905836,78231358239,Asia,Southern Asia
Barbados,2009,13.9,75.3,1.84,278466,2521188369,Americas,Caribbean
Belarus,2009,5.1,70.1,1.44,9505319,24143111980,Europe,Eastern Europe
Belgium,2009,3.7,79.8,1.83,10854388,261295933962,Europe,Western Europe
Belize,2009,16.7,70.9,2.85,313925,1187100524,Americas,Central America
Benin,2009,72.3,60.4,5.18,9240982,3239612952,Africa,Western Africa
Bhutan,2009,36.1,70.9,2.44,707830,894764298.2,Asia,Southern Asia
Bolivia,2009,38.4,71.6,3.41,9758799,11755304106,Americas,South America
Bosnia and Herzegovina,2009,6.7,77.7,1.23,3837732,8144222917,Europe,Southern Europe
Botswana,2009,42.3,54.3,2.81,2007212,7857039300,Africa,Southern Africa
Brazil,2009,15.4,73.4,1.86,196701298,855069617297,Americas,South America
Brunei,2009,7.5,77,2.07,387080,6697458250,Asia,South-Eastern Asia
Bulgaria,2009,11.5,73.5,1.46,7460057,19170033475,Europe,Eastern Europe
Burkina Faso,2009,72.5,58.5,5.95,15165856,4315340132,Africa,Western Africa
Burundi,2009,66.4,60,6.39,9137786,1116639230,Africa,Eastern Africa
Cambodia,2009,40,66.6,3.01,14144337,7444876071,Asia,South-Eastern Asia
Cameroon,2009,68.8,57.3,5.09,20074522,13552923153,Africa,Middle Africa
Canada,2009,5,81.1,1.67,33746559,845598914757,Americas,Northern America
Cape Verde,2009,23.6,70.7,2.49,486673,923495946.3,Africa,Western Africa
Central African Republic,2009,103.6,47.6,4.72,4361492,1020447256,Africa,Middle Africa
Chad,2009,95.1,55.2,6.7,11510535,2981729387,Africa,Middle Africa
Chile,2009,7.5,78.5,1.87,16829957,103720034589,Americas,South America
China,2009,14.6,73.9,1.54,1333807063,2940224847627,Asia,Eastern Asia
Colombia,2009,16.4,76.2,2.41,45416276,143932353897,Americas,South America
Comoros,2009,64.6,66.7,4.99,681845,242145965.6,Africa,Eastern Africa
"Congo, Dem. Rep.",2009,86.9,57.9,6.35,63845097,6495485661,Africa,Middle Africa
"Congo, Rep.",2009,45.3,59.8,5.09,3950786,4659307269,Africa,Middle Africa
Costa Rica,2009,8.9,79.8,1.87,4488261,23261376837,Americas,Central America
Cote d'Ivoire,2009,79,56,4.91,19684909,11331056688,Africa,Western Africa
Croatia,2009,4.8,76.4,1.45,4330399,28341089554,Europe,Southern Europe
Cuba,2009,4.7,77.7,1.48,11297442,49581552318,Americas,Caribbean
Cyprus,2009,3.1,80.3,1.49,1090486,12181903864,Asia,Western Asia
Czech Republic,2009,3.6,77.3,1.47,10460022,79896120088,Europe,Eastern Europe
Denmark,2009,3.5,79.1,1.84,5523755,167196323657,Europe,Northern Europe
Djibouti,2009,63.9,62.1,3.68,820097,780798170.8,Africa,Eastern Africa
Dominican Republic,2009,28.3,74.3,2.62,9767737,37304548928,Americas,Caribbean
Ecuador,2009,21.9,74.9,2.69,14691310,24131528013,Americas,South America
Egypt,2009,25.1,70.1,2.92,80442443,152414550277,Africa,Northern Africa
El Salvador,2009,17.7,73.8,2.29,6021368,15615477008,Americas,Central America
Equatorial Guinea,2009,81.2,58,5.23,707155,6024744206,Africa,Middle Africa
Eritrea,2009,40.7,60.1,5.06,4593549,754493506.5,Africa,Eastern Africa
Estonia,2009,4,74.9,1.63,1336013,7837361481,Europe,Northern Europe
Ethiopia,2009,53.6,61.2,5.04,85302099,16638100822,Africa,Eastern Africa
Fiji,2009,20.3,64.9,2.7,851854,1912289652,Oceania,Melanesia
Finland,2009,2.6,79.8,1.86,5340485,140190713101,Europe,Northern Europe
France,2009,3.5,81.2,1.98,62640901,1456772338299,Europe,Western Europe
French Polynesia,2009,NA,75.38,2.13,265412,NA,Oceania,Polynesia
Gabon,2009,44.2,62.1,4.25,1507428,5950756011,Africa,Middle Africa
Gambia,2009,52.6,66,5.8,1638899,1147182107,Africa,Western Africa
Georgia,2009,16,72.1,1.81,4298591,5268528047,Asia,Western Asia
Germany,2009,3.6,80.1,1.38,80519685,1995811437644,Europe,Western Europe
Ghana,2009,51.7,62.4,4.12,23713164,8128525458,Africa,Western Africa
Greece,2009,4.2,80.2,1.48,11179425,159247577305,Europe,Southern Europe
Greenland,2009,NA,70.6,2.36,56663,1168808893,Americas,Northern America
Grenada,2009,12,70.9,2.26,104298,579518270.6,Americas,Caribbean
Guatemala,2009,29.3,70.9,4.04,14418033,26043918245,Americas,Central America
Guinea,2009,73.7,57.5,5.26,10715770,5389634968,Africa,Western Africa
Guinea-Bissau,2009,76.6,53.9,5.18,1596832,236193584.8,Africa,Western Africa
Guyana,2009,33.7,65.3,2.72,750749,875116076.9,Americas,South America
Haiti,2009,60,61.7,3.42,9852953,3908841292,Americas,Caribbean
Honduras,2009,21.4,71.9,3.21,7383098,10296774094,Americas,Central America
"Hong Kong, China",2009,NA,82.66,1.06,6949275,234803022180,Asia,Eastern Asia
Hungary,2009,5.9,74.3,1.35,10034951,55640003180,Europe,Eastern Europe
Iceland,2009,1.9,82.5,2.12,314336,11228149348,Europe,Northern Europe
India,2009,48.2,65,2.6,1214182182,888452309192,Asia,Southern Asia
Indonesia,2009,28.5,69.6,2.46,238465165,258716276502,Asia,South-Eastern Asia
Iran,2009,17.3,73.4,1.89,73370982,158089346986,Asia,Southern Asia
Iraq,2009,30.6,67.1,4.28,29970634,23385954418,Asia,Western Asia
Ireland,2009,3.6,80.3,2,4558603,124020518837,Europe,Northern Europe
Israel,2009,3.8,81,2.92,7262964,161705503246,Asia,Western Asia
Italy,2009,3.5,81.6,1.42,59467196,1125436104018,Europe,Southern Europe
Jamaica,2009,15.9,74.8,2.36,2729575,9858816937,Americas,Caribbean
Japan,2009,2.4,82.7,1.36,127340884,4878074528234,Asia,Eastern Asia
Jordan,2009,18.3,77.5,3.53,6266865,15245796641,Asia,Western Asia
Kazakhstan,2009,21.1,68.2,2.54,16098356,37753120128,Asia,Central Asia
Kenya,2009,44.3,61.9,4.69,39269988,17989578441,Africa,Eastern Africa
Kiribati,2009,48.9,61.7,3.09,100566,74681961.2,Oceania,Micronesia
South Korea,2009,3.7,80.1,1.25,48807036,753760392874,Asia,Eastern Asia
Kuwait,2009,9.5,77.4,2.68,2881243,61172448522,Asia,Western Asia
Kyrgyz Republic,2009,28.4,67.7,2.9,5380310,2058575694,Asia,Central Asia
Lao,2009,61,63.3,3.37,6153153,3174067556,Asia,South-Eastern Asia
Latvia,2009,8.6,73.3,1.53,2117307,11258794724,Europe,Northern Europe
Lebanon,2009,9.2,77.9,1.54,4181742,26652272518,Asia,Western Asia
Lesotho,2009,78.8,45.5,3.27,1990413,1019081740,Africa,Southern Africa
Liberia,2009,68.6,60.3,5.11,3821498,943558441.4,Africa,Western Africa
Libya,2009,15.1,75.7,2.58,6208680,49384060454,Africa,Northern Africa
Lithuania,2009,6.1,73.6,1.45,3172436,17296985000,Europe,Northern Europe
Luxembourg,2009,2,81.2,1.63,496257,25825285723,Europe,Western Europe
"Macao, China",2009,NA,79.54,0.97,521405,14586387569,Asia,Eastern Asia
"Macedonia, FYR",2009,9.6,74.7,1.46,2058920,4494737198,Europe,Southern Europe
Madagascar,2009,43.8,62.3,4.72,20495706,4949331455,Africa,Eastern Africa
Malawi,2009,59.6,53.9,5.71,14329056,2589842236,Africa,Eastern Africa
Malaysia,2009,6.9,74.3,2.02,27661017,137368729998,Asia,South-Eastern Asia
Maldives,2009,12.4,78.9,2.36,326713,1154629612,Asia,Southern Asia
Mali,2009,85,58.9,6.83,14694565,3969620653,Africa,Western Africa
Malta,2009,5.7,81.2,1.38,409475,4480338120,Europe,Southern Europe
Mauritania,2009,71.1,68.2,4.89,3501927,2003684749,Africa,Western Africa
Mauritius,2009,13.6,73.2,1.54,1242954,6373107274,Africa,Eastern Africa
Mexico,2009,15,75.3,2.31,116815612,656259080283,Americas,Central America
"Micronesia, Fed. Sts.",2009,33.8,68.1,3.52,103961,231026154.3,Oceania,Micronesia
Moldova,2009,14.9,70.6,1.48,4095813,1984642726,Europe,Eastern Europe
Mongolia,2009,26.8,65,2.41,2669572,2002727457,Asia,Eastern Asia
Montenegro,2009,6.8,76.3,1.71,620870,1370259271,Europe,Southern Europe
Morocco,2009,29.6,73.5,2.51,31714958,57782852366,Africa,Northern Africa
Mozambique,2009,74.3,54.4,5.48,23647815,8401035415,Africa,Eastern Africa
Namibia,2009,39.2,60.3,3.3,2152357,5774346122,Africa,Southern Africa
Nepal,2009,38.1,68.7,2.76,26592666,7695759086,Asia,Southern Asia
Netherlands,2009,3.8,80.6,1.79,16575173,433855151011,Europe,Western Europe
New Caledonia,2009,NA,75.47,2.21,242891,NA,Oceania,Melanesia
New Zealand,2009,5.2,80.5,2.13,4329124,63779599884,Oceania,Australia and New Zealand
Nicaragua,2009,22.7,77.1,2.68,5666595,5024905086,Americas,Central America
Niger,2009,68.9,58.6,7.59,15672194,2575174185,Africa,Western Africa
Nigeria,2009,84.3,60.3,6.02,155207145,79371741390,Africa,Western Africa
Norway,2009,2.7,80.8,1.98,4830371,194111628292,Europe,Northern Europe
Oman,2009,10.1,76.2,2.89,2762073,30353769498,Asia,Western Asia
Pakistan,2009,74.8,64.3,3.51,166520983,111437023701,Asia,Southern Asia
Panama,2009,17.5,77.3,2.58,3559401,19840254426,Americas,Central America
Papua New Guinea,2009,51.6,58.8,4.01,6693799,4725920274,Oceania,Melanesia
Paraguay,2009,21,74,3.01,6127847,9094701457,Americas,South America
Peru,2009,17.1,78.2,2.55,29001563,85006410418,Americas,South America
Philippines,2009,25.4,69.9,3.2,91641881,119868742885,Asia,South-Eastern Asia
Poland,2009,5.3,75.7,1.35,38551489,241612593969,Europe,Eastern Europe
Portugal,2009,3.2,79.6,1.34,10590260,123236970884,Europe,Southern Europe
Puerto Rico,2009,NA,77.1,1.68,3718473,64272661028,Americas,Caribbean
Qatar,2009,7.9,78.5,2.13,1591151,48806366336,Asia,Western Asia
